document_id,esn,equip_type,technology_code,is_primary_esn,is_active,source_region_count,created_at,updated_at
5b688732-39f2-48d2-a887-3239f258d28b,316X914,Generator,null,true,true,358,2026-07-23T02:07:52.080Z,2026-07-23T02:07:52.080Z
